╜s╕╣,дgжa░╧мqжь╕m,дgжa▓╛┬рн▒┐nендшд╜д╪,и╧е╬д└░╧й╬╜sйw
RPSNMLOLMHJFFJE68CA,▒T║|мq,144.00,│гелбGжэ
RPSNMLOLMHJFFJE68CA,▒T║|мq,144.00,│гелбGжэ
RPSNMLOLMHJFFJE68CA,▒T║|мq,144.00,│гелбGжэ
RPQNMLPLMHJFFJE58CA,╝Bоaмq,106.90,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPNMLMLMHJFFJE18CA,╢╢жwмq,6226.06,лD│гелбGдu╖~░╧ ; лD│гел╜sйwбGдB║╪л╪┐vе╬жa
RPPNMLMLMHJFFJE18CA,╢╢жwмq,813.93,лD│гелбGдu╖~░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPNMLMLMHJFFJE18CA,╢╢жwмq,503.81,лD│гелбGдu╖~░╧ ; лD│гел╜sйwбGдB║╪л╪┐vе╬жa
RPUNMLRKMHJFFJE09CA,е┴е═мq,3.63,│гелбGжэ
RPQNMLRKMHJFFJE68CA,ж╦лnмq,113.63,│гелбGжэ
RPQNMLRKMHJFFJE68CA,ж╦лnмq,86.52,│гелбGжэ
RPPNMLSKMHJFFJE68CA,дхлnмq,49.37,│гелбGифеL
RPPNMLSKMHJFFJE68CA,дхлnмq,142.44,│гелбGифеL
RPSNMLTJNHJFFJE09CA,дj┤Ємq,554.00,│гелбGдu
RPQNMLOKNHJFFJE48CA,╡╪е┐мq,.91,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGец│qе╬жa
RPQNMLOKNHJFFJE48CA,╡╪е┐мq,34.05,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPQNMLOKNHJFFJE48CA,╡╪е┐мq,123.74,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPOMLKMMHJFFJE18CA,┤_┐│мq,21.67,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPOMLKMMHJFFJE18CA,┤_┐│мq,21.14,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPOMLKMMHJFFJE18CA,┤_┐│мq,17.25,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPOMLKMMHJFFJE18CA,┤_┐│мq,16.51,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPOMLKMMHJFFJE18CA,┤_┐│мq,22.07,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPPNMLSKMHJFFKE78CA,└sддмq,146.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLOJNHJFFKE48CA,─j┐@мq,140.21,│гелбGжэ
RPQNMLOJNHJFFKE48CA,─j┐@мq,16.51,│гелбGжэ
SPQNMLOJNHJFFKE58CA,─j┐@мq,143.12,│гелбGжэ
RPPNMLPJNHJFFLE58CA,дд╔▄лnмq,9.98,│гелбGжэ
RPPNMLPJNHJFFLE58CA,дд╔▄лnмq,120.04,│гелбGжэ
RPUNMLPLMHJFFLE56CA,д║нэмq,21.42,│гелбGжэ
RPSNMLSJNHJFFLE56CA,п╬╢щмq,110.04,│гелбGжэ
RPTNMLNKNHJFFLE88CA,╖|к└мq,13.43,│гелбGжэ
RPOOMLRKMHJFFLE78CA,╝щ╝dлnмq,92.33,│гелбGжэ
RPRNMLMLMHJFFLE58CA,д║┤Ємq,21.64,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,8.21,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,1.31,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,9.64,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,1.95,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,1.17,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,1.17,│гелбGжэ
RPQNMLSKMHJFFLE98CA,╖|к└мq,.35,│гелбGжэ
RPTPMLMLMHJFFLE98CA,лс╔▄мq,62.85,│гелбGжэ
RPQNMLNLMHJFFLE58CA,мLй·мq,46.39,│гелбGжэ
RPQNMLNLMHJFFLE58CA,мLй·мq,46.39,│гелбGжэ
RPQNMLNLMHJFFLE58CA,мLй·мq,46.39,│гелбGжэ
RPQOMLQKMHJFFCE08DA,╖R╕sмq,.01,│гелбG░╙
RPQOMLQKMHJFFCE08DA,╖R╕sмq,10.10,│гелбG░╙
RPPNMLLLMHJFFBE37DA,║╓╕╬мq,59.00,│гелбGжэ
RPTNMLOLMHJFFBE08DA,╖N╕█мq,33.23,│гелбG░╙
RPOOMLSKMHJFFAE87DA,└sддмq,11.81,│гелбGжэ
RPQNMLOLMHJFFAE67DA,лCо№мq,10.84,│гелбGжэ
RPWNMLSKMHJFFEE98DA,╡цд╜мqдTдpмq,36.75,│гелбGжэ
RPUNMLTLMHJFFEE98DA,йMенмqдндpмq,23.44,│гелбGжэ
RPQOMLRKMHJFFDE28DA,╞W┤_мq,6.55,│гелбG░╙
RPPPMLSKMHJFFDE38DA,╞W╡╪мq,3.22,│гелбGжэ
RPXPMLMLMHJFFDE68DA,╢зй·мqдGдpмq,69.60,│гелбGжэ
RPROMLQKMHJFFFE48DA,йгдsмq,7.86,│гелбGжэ
RPSOMLQKMHJFFFE58DA,╣┼┐│мq,974.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSOMLQKMHJFFFE58DA,╣┼┐│мq,304.00,лD│гелбG ; лD│гел╜sйwбG
RPUNMLRKMHJFFFE78DA,лnид▒Jмq,80.96,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFFE78DA,лnид▒Jмq,42.73,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOPMLNKNHJFFFE08DA,╣┼┐│мq,189.00,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPROMLRKMHJFFGE68DA,йW│╗мq,1784.37,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPUNMLSKMHJFFGE98DA,дjий┤Ємq,34.89,│гелбGжэ
RPVNMLSKMHJFFGE09DA,╖s╔▄дlмq,37.30,│гелбGжэ
RPWNMLSKMHJFFGE56DA,дхн^мq,27.19,│гелбGжэ
RPSOMLSKMHJFFGE88DA,ж╦дl╕}мq,10.00,│гелбGжэ
RPSOMLSKMHJFFGE88DA,ж╦дl╕}мq,63.00,│гелбGжэ
RPQOMLRKMHJFFGE68EA,дCж╤╖▌мqд@е╥дpмq,9.22,│гелбGжэ
RPQOMLRKMHJFFGE68EA,дCж╤╖▌мqд@е╥дpмq,58.00,│гелбGжэ
RPPNMLNKNHJFFLE58DA,╢}л╩мq,113.61,│гелбG╣A
RPPNMLNKNHJFFLE58DA,╢}л╩мq,129.00,│гелбGифеL
RPTNMLOKNHJFFLE09DA,║╓╝wмq,48.33,│гелбGифеL
RPPNMLLLMHJFFKE28DA,ддж`мq,12.81,│гелбGжэ
RPPNMLLLMHJFFKE28DA,ддж`мq,54.61,│гелбGжэ
RPPNMLLLMHJFFKE28DA,ддж`мq,4.00,│гелбG░╙
RPTNMLMLMHJFFJE68DA,║╓жшмq,8.26,│гелбGифеL
RPTNMLLLMHJFFGE28DA,лCж~мq,.89,│гелбGжэ
RPTNMLLLMHJFFGE28DA,лCж~мq,9.95,│гелбGжэ
RPPNMLSKMHJFFHE58DA,дым▄мq,1187.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTOMLMLMHJFFFE38DA,йгдsмq,116.00,│гелбG░╙
RPWNMLOKNHJFFEE68DA,╖s╔▄мqдQдGдpмq,6.58,│гелбGжэ
RPUPMLMLMHJFFDE38DA,дд│гмqе|дpмq,51.00,│гелбGжэ
RPUNMLSKMHJFFDE68DA,╞Wе▀мq,64.08,│гелбGжэ
RPVPMLSKMHJFFDE98DA,дT╢Їнэмq,63.00,│гелбGжэ
RPSOMLSKMHJFFCE48DA,дп╖Rмq,44.00,│гелбGжэ
RPOPMLOLMHJFFEE08DA,еkйўмqдGдpмq,68.00,│гелбGжэ
RPTPMLSKMHJFFEE88DA,┐│╢ймq,13.14,│гелбGжэ
RPWPMLSKMHJFFEE56DA,е[йўмq,23.65,│гелбGжэ
RPORMLSKMHJFFEE58DA,╖s╔▄мqд@дpмq,12.32,│гелбGжэ
RPSNMLSKMHJFFEE58DA,▓ўе·мqдGдpмq,6.08,│гелбGжэ
RPSNMLSKMHJFFEE58DA,▓ўе·мqдGдpмq,22.76,│гелбGжэ
RPPNMLOLMHJFFAE57DA,└sддмq,11.00,│гелбG░╙
RPVOMLRKMHJFFAE48DA,лCо№мq,17.23,│гелбGжэ
RPPNMLSKMHJFFAE87DA,└s╡╪мqдGдpмq,18.29,│гелбGжэ
RPXNMLSKMHJFFBE78DA,╜├кZмq,137.00,│гелбGжэ
RPUNMLSKMHJFFCE58DA,╖R╕sмq,.01,│гелбG░╙
RPUNMLSKMHJFFCE58DA,╖R╕sмq,12.46,│гелбG░╙
RPPNMLNLMHJFFLE48CA,д¤д╜╝qмq,88.00,│гелбGжэ
RPPOMLOLMHJFFLE68CA,дн║╓мq,76.20,│гелбGжэ
RPOOMLLLMHJFFLE28CA,дп╝wмq,17.28,│гелбGжэ
RPPNMLLLMHJFFLE28CA,д║нэмq,43.45,│гелбGжэ
RPPNMLSKMHJFFLE88CA,д¤д╜╝qмq,1154.00,│гелбG╣A
RPPNMLSKMHJFFLE88CA,д¤д╜╝qмq,97.00,│гелбGифеL
RPOOMLPKNHJFFLE68CA,дsдl│╗мq,112.00,│гелбGжэ
RPRNMLOKNHJFFLE78CA,дд╔▄е_мq,303.73,│гелбGжэ
RPRNMLOKNHJFFLE78CA,дд╔▄е_мq,409.96,│гелбGжэ
RPRNMLOKNHJFFLE78CA,дд╔▄е_мq,559.44,│гелбGжэ
RPVOMLPKNHJFFLE76CA,д║з|мq,62.96,│гелбGжэ
RPSNMLNKNHJFFLE78CA,дW╝dе_мq,145.32,│гелбGжэ
RPSNMLNKNHJFFLE78CA,дW╝dе_мq,79.78,│гелбGифеL
RPSNMLNKNHJFFLE78CA,дW╝dе_мq,37.72,│гелбGифеL
RPSNMLNKNHJFFLE78CA,дW╝dе_мq,132.22,│гелбGжэ
RPTNMLQLMHJFFLE56CA,дj╝dмq,806.00,│гелбG╣A
RPSNMLRJNHJFFLE09CA,дsдl│╗мq,27.00,│гелбGжэ
RPSNMLRJNHJFFLE09CA,дsдl│╗мq,31.00,│гелбGжэ
RPRNMLMJNHJFFLE48CA,╕qйMмq,11.69,│гелбGжэ
RPRNMLMJNHJFFLE48CA,╕qйMмq,63.26,│гелбGжэ
RPSNMLKMMHJFFJE38CA,е┐╕qмq,89.47,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPVNMLNJOHJFFJE88CA,кўенмq,98.50,│гелбGжэ
RPVNMLNJOHJFFJE88CA,кўенмq,2.69,│гелбGжэ
RPQNMLSKMHJFFJE78CA,┤╝дпмq,140.21,│гелбGжэ
RPUNMLMLMHJFFJE68CA,дUз|мq,1610.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPUNMLMLMHJFFJE68CA,дUз|мq,1610.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPNMLNLMHJFFJE28CA,дддsмq,9.00,│гелбGжэ
RPPNMLNLMHJFFJE28CA,дддsмq,8.37,│гелбGжэ
RPPNMLNLMHJFFJE28CA,дддsмq,148.39,│гелбGжэ
RPPNMLNLMHJFFJE28CA,дддsмq,8.38,│гелбGжэ
RPTNMLSKMHJFFJE09CA,е_└нмq,1276.25,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTNMLSKMHJFFJE09CA,е_└нмq,1276.25,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTNMLSKMHJFFJE09CA,е_└нмq,9.22,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGдB║╪л╪┐vе╬жa
RPTNMLSKMHJFFJE09CA,е_└нмq,9.22,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGдB║╪л╪┐vе╬жa
RPUNMLSKMHJFFJE56CA,▒T║|мq,90.00,│гелбGжэ
RPPNMLLJNHJFFIE87CA,дди╜мq,21.74,│гелбGжэ
RPPOMLMKNHJFFIE18CA,кQоHмq,5.71,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLTJNHJFFIE76CA,дп└чмq,86.00,│гелбGжэ
RPWNMLTJNHJFFIE76CA,дп└чмq,25.95,│гелбGжэ
RPQOMLMLMHJFFIE28CA,дK╝wмq,8.17,│гелбGжэ
RPQOMLMLMHJFFIE28CA,дK╝wмq,2.00,│гелбGжэ
RPQOMLMLMHJFFIE28CA,дK╝wмq,5.78,│гелбGжэ
RPSOMLLLMHJFFIE38CA,╕Uкўмq,24.71,│гелбGжэ
RPTOMLLLMHJFFIE48CA,║ё╢щмq,1627.93,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPUOMLRKMHJFFIE09CA,ж╦лсмq,257.33,│гелбGжэ
RPUOMLRKMHJFFIE09CA,ж╦лсмq,257.33,│гелбGжэ
RPUOMLRKMHJFFIE09CA,ж╦лсмq,257.33,│гелбGжэ
RPXNMLSKMHJFFIE76CA,дп╢пмq,75.04,│гелбGжэ
RPROMLNLMHJFFGE28CA,║╓╕█мq,23.36,│гелбGжэ
RPSOMLNLMHJFFGE38CA,║╓╕█мq,23.36,│гелбGжэ
RPSOMLTLMHJFFGE98CA,икдsмq,70.00,│гелбGжэ
RPSOMLTLMHJFFGE98CA,икдsмq,28.00,│гелбGжэ
RPVNMLTJNHJFFGE09CA,╖sе╥мq,2.47,│гелбGжэ
RPVNMLTJNHJFFGE09CA,╖sе╥мq,23.33,│гелбGжэ
RPXNMLQKNHJFFGE09CA,дCж╤╖▌мq,29.50,│гелбGжэ
RPRNMLTKNHJFFGE78CA,дj╛Ё╖sжNмq,367.79,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPSNMLMLMHJFFHE28CA,╖s╔▄мq,2500.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLNLMHJFFHE18CA,║Xлnмq,116.09,│гелбGжэ
RPRNMLSLMHJFFHE78CA,кс║Xмq,102.63,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPPNMLLLMHJFFHE87CA,║Xз└мq,2257.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLRKMHJFFHE58CA,е├йMмq,88.11,│гелбGжэ
RPRNMLLLMHJFFHE08CA,╖s╔▄мq,2500.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPWNMLRKMHJFFFE88CA,е█┴│мq,147.01,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFFE88CA,е█┴│мq,151.01,лD│гелбG ; лD│гел╜sйwбG
RPOOMLRKMHJFFFE18CA,е█┴│мq,154.00,лD│гелбG ; лD│гел╜sйwбG
RPPOMLRKMHJFFFE28CA,е█┴│мq,192.01,лD│гелбG ; лD│гел╜sйwбG
RPSNMLTJNHJFFFE68CA,йгдsмq,7.64,│гелбGжэ
RPWNMLRJNHJFFFE88CA,д╢╣╪мq,22.87,│гелбGжэ
RPSOMLKMMHJFFFE08CA,иккFмq,20.56,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSOMLKMMHJFFFE08CA,иккFмq,69.25,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLTLMHJFFFE58CA,йгдsмq,124.00,│гелбGжэ
RPQOMLSKMHJFFGE58CA,║√╖sмq,5.31,│гелбGжэ
RPQOMLSKMHJFFGE58CA,║√╖sмq,5.31,│гелбGжэ
RPXPMLSKMHJFFGE76CA,╗ёе╥мq,31.69,│гелбGжэ
RPQNMLKLMHJFFGE77CA,ж╦дl╕}мq,59.00,│гелбGжэ
RPWNMLKMMHJFFEE28CA,╖s╔▄мqдKдpмq,12.98,│гелбGжэ
RPQPMLKMMHJFFEE87CA,┬┼йўмqд@дpмq,112.00,│гелбGжэ
RPROMLSLMHJFFEE58CA,╝wйўмq,24.60,│гелбGжэ
RPUNMLSLMHJFFEE78CA,йMенмqдндpмq,3.95,│гелбG░╙
RPQOMLNLMHJFFEE97CA,еkйўмqд╗дpмq,.10,│гелбGифеL
RPQOMLNLMHJFFEE97CA,еkйўмqд╗дpмq,19.50,│гелбGжэ
RPQOMLNLMHJFFEE97CA,еkйўмqд╗дpмq,.60,│гелбGифеL
RPRPMLNLMHJFFEE18CA,╖s╔▄мqдGдpмq,31.72,│гелбG░╙
RPTPMLNLMHJFFEE38CA,╖s╔▄мqдGдpмq,29.50,│гелбG░╙
RPUPMLNLMHJFFEE48CA,╖s╔▄мqдGдpмq,29.50,│гелбG░╙
RPRPMLPLMHJFFEE38CA,йMенмqдTдpмq,12.51,│гелбGжэ
RPSNMLSLMHJFFEE58CA,кG╢Tмq,49.59,│гелбGифеL
RPSNMLSLMHJFFEE58CA,кG╢Tмq,.00,│гелбGифеL
RPPNMLSLMHJFFEE28CA,кoк┘мq,46.92,│гелбGжэ
RPPNMLSLMHJFFEE28CA,кoк┘мq,13.33,│гелбGжэ
RPPNMLSLMHJFFEE28CA,кoк┘мq,.72,│гелбGжэ
RPPNMLSLMHJFFEE28CA,кoк┘мq,2.03,│гелбGжэ
RPRPMLLLMHJFFEE97CA,еkйўмqд@дpмq,69.00,│гелбGжэ
RPTPMLLLMHJFFEE18CA,╖г│гмqд@дpмq,14.12,│гелбG░╙
RPQNMLMLMHJFFEE77CA,╖г▒ъмqдTдpмq,73.00,│гелбGжэ
RPQNMLMLMHJFFEE77CA,╖г▒ъмqдTдpмq,73.00,│гелбGжэ
RPPOMLMLMHJFFEE77CA,еkйўмqдTдpмq,25.00,│гелбGжэ
RPWPMLMLMHJFFEE58CA,╖sе┴мq,15.38,│гелбG░╙
RPXPMLMLMHJFFEE68CA,йMенмqе|дpмq,3.28,│гелбGжэ
RPOQMLMLMHJFFEE87CA,╖sе┴мq,15.38,│гелбG░╙
RPURMLMLMHJFFEE58CA,┬┼е╨жшмq,153.48,│гелбGжэ
RPXNMLLLMHJFFEE38CA,▓M┬╫мq,1.71,│гелбGжэ
RPXNMLLLMHJFFEE38CA,▓M┬╫мq,10.01,│гелбGжэ
RPTNMLLLMHJFFEE97CA,дgоwмqдTдpмq,1.57,│гелбGжэ
RPTNMLLLMHJFFEE97CA,▓M╖гмq,11.78,│гелбGжэ
RPXPMLSKMHJFFEE56CA,┬┼е╨кFмq,147.73,│гелбGжэ
RPUPMLSKMHJFFEE88CA,╖sе┴мq,9.68,│гелбG░╙
RPPPMLOKNHJFFEE08CA,▓M╖гмq,119.82,│гелбGжэ
RPRPMLRJNHJFFEE48CA,╖s╔▄мqдQдTдpмq,19.21,│гелбGжэ
RPOPMLRJNHJFFEE18CA,╖s╔▄мqдCдpмq,9.13,│гелбGжэ
RPPRMLSJNHJFFEE58CA,╖г│гмqе|дpмq,18.72,│гелбGжэ
RPQRMLSJNHJFFEE68CA,╖г│гмqе|дpмq,16.05,│гелбGжэ
RPXPMLMKNHJFFEE68CA,╖г▒ъмqд@дpмq,72.00,│гелбGжэ
RPWOMLTJNHJFFEE09CA,╖sе┴мq,14.06,│гелбGжэ
RPXOMLTJNHJFFEE56CA,╖s╔▄мqдCдpмq,17.98,│гелбGжэ
RPPNMLOJNHJFFEE77CA,║╓е┴мq,13.73,│гелбGжэ
RPSNMLQJNHJFFEE28CA,╦|┐╝мq,63.70,│гелбGжэ
RPSNMLQJNHJFFEE28CA,╦|┐╝мq,27.11,│гелбGжэ
RPPRMLQJNHJFFEE38CA,╡цд╜мqдTдpмq,34.75,│гелбGжэ
RPWQMLQJNHJFFEE98CA,╖s╔▄мqдCдpмq,11.76,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,801.27,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,1171.18,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,170.95,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,165.00,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,165.00,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,170.95,│гелбGжэ
RPRNMLSKMHJFFDE28CA,╞WйMмq,356.72,│гелбGжэ
RPROMLSKMHJFFDE38CA,╖р└Yмqд@дpмq,29.30,│гелбGжэ
RPUPMLSKMHJFFDE78CA,╕qе┴мq,.56,│гелбG░╙
RPUPMLSKMHJFFDE78CA,╕qе┴мq,2.89,│гелбG░╙
RPOQMLSKMHJFFDE28CA,╖р└Yмqд@дpмq,13.54,│гелбGжэ
RPPNMLTKMHJFFDE18CA,╞W┤_мq,8.92,│гелбG░╙
RPXOMLLLMHJFFDE38CA,╞W┤_мq,22.10,│гелбG░╙
RPRNMLLLMHJFFDE67CA,дj╕╬мqд@дpмq,22.62,│гелбGжэ
RPVOMLNLMHJFFDE38CA,дj┬╫мqд@дpмq,56.00,│гелбG░╙
RPPNMLSLMHJFFDE18CA,╖р└Yмq,26.54,│гелбG░╙
RPWOMLPLMHJFFDE68CA,дT╢Їнэмqд@дpмq,8.96,│гелбG░╙
RPPOMLKMMHJFFDE57CA,дj┤фмqе|дpмq,22.52,│гелбG░╙
RPPNMLMJNHJFFDE47CA,к°й·мq,2.45,│гелбG░╙
RPRNMLPJNHJFFDE97CA,╖р└Yмqд@дpмq,2.61,│гелбG░╙
RPRNMLPJNHJFFDE97CA,╖р└Yмqд@дpмq,5.61,│гелбG░╙
RPTNMLNKNHJFFDE08CA,дT╢Їнэмq,77.00,│гелбG░╙
RPTNMLNKNHJFFDE08CA,дT╢Їнэмq,19.00,│гелбG░╙
RPPNMLOKNHJFFDE77CA,л╪┐│мq,5.79,│гелбGжэ
RPQNMLOKNHJFFDE87CA,╕qе┴мq,7.66,│гелбGжэ
RPQNMLSJNHJFFDE18CA,кў╖рмq,7.53,│гелбG░╙
RPUOMLRJNHJFFDE58CA,╞WйMмq,11.26,│гелбGжэ
RPPOMLMKNHJFFDE67CA,дT╢Їнэмq,80.00,│гелбG░╙
RPPOMLMKNHJFFDE67CA,дT╢Їнэмq,16.00,│гелбGифеL
RPPNMLMLMHJFFBE37CA,╖s┐│мqдGдpмq,26.60,│гелбG░╙
RPWNMLLLMHJFFBE97CA,╖s┐│мqд@дpмq,3.73,│гелбG░╙
RPRNMLLLMHJFFBE47CA,╖s┐│мqе|дpмq,95.00,│гелбGжэ
RPRNMLOLMHJFFBE77CA,дн╢Їнэмq,9.07,│гелбG░╙
RPXNMLMLMHJFFBE18CA,╖s┐│мqдGдpмq,4.76,│гелбG░╙
RPXNMLMLMHJFFBE18CA,╖s┐│мqдGдpмq,.62,│гелбG░╙
RPTOMLSLMHJFFBE48CA,кZ╕tмq,50.00,│гелбGжэ
RPTOMLSLMHJFFBE48CA,кZ╕tмq,1.00,│гелбGжэ
RPTNMLSLMHJFFBE38CA,нd╢о╝dмq,4.24,│гелбGжэ
RPTOMLOLMHJFFBE08CA,╖s┐│мqд@дpмq,2.36,│гелбG░╙
RPUOMLMJNHJFFBE87CA,нd╢о╝dмq,6.73,│гелбGжэ
RPUOMLMJNHJFFBE87CA,нd╢о╝dмq,4.02,│гелбGжэ
RPOPMLQJNHJFFBE77CA,жие\мq,1.54,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,1.46,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,5.23,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,5.31,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,12.69,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,22.84,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,1.46,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,1.46,│гелбG░╙
RPOPMLQJNHJFFBE77CA,жие\мq,2.92,│гелбG░╙
RPQPMLMKNHJFFBE67CA,╖s┐│мqд@дpмq,2.72,│гелбGифеL
RPQPMLMKNHJFFBE67CA,╖s┐│мqд@дpмq,28.82,│гелбGжэ
RPRPMLMKNHJFFBE77CA,дн╢Їнэмq,9.07,│гелбGжэ
RPXOMLTJNHJFFCE98CA,й▒┬эмqд@дpмq,189.00,│гелбG░╙
RPXOMLTJNHJFFCE98CA,й▒┬эмqд@дpмq,189.00,│гелбG░╙
RPROMLTLMHJFFCE48CA,дднэмq,9.89,│гелбGжэ
RPPOMLSLMHJFFCE18CA,▓▒┐│мq,3.79,│гелбG░╙
RPQOMLPLMHJFFCE97CA,╖ч╢ймqдTдpмq,120.00,│гелбGжэ
RPROMLRKMHJFFCE18CA,░к╗ёмq,22.14,│гелбGжэ
RPUOMLMLMHJFFCE08CA,д╒жvмq,10.48,│гелбGжэ
RPPNMLMLMHJFFCE47CA,╖R╕sмq,4.29,│гелбGжэ
RPVNMLSKMHJFFCE58CA,лCоqмqдGдpмq,24.35,│гелбGжэ
RPUOMLNLMHJFFAE97CA,╞Q░ъмq,48.15,│гелбG░╙
RPWOMLNLMHJFFAE18CA,└s╡╪мqдKдpмq,8.38,│гелбG░╙
RPROMLSLMHJFFAE18CA,└sддмq,6.85,│гелбG░╙
RPUPMLLJNHJFFAE77CA,│╒з╡мq,59.00,│гелбG░╙
RPWNMLPJNHJFFAE18CA,лeкўмq,6.98,│гелбG░╙
RPUNMLMJNHJFFAE67CA,лCо№мq,63.76,│гелбGжэ
RPXOMLMKNHJFFAE18CA,лCо№мq,8.41,│гелбGжэ
RPUNMLNKNHJFFAE87CA,лCо№мq,9.99,│гелбGжэ
RPPNMLLLMHJFFAE17CA,д║▒ймqдEдpмq,8.34,│гелбGжэ
RPPNMLLLMHJFFAE17CA,д║▒ймqдEдpмq,8.33,│гелбGжэ
RPQNMLLLMHJFFAE27CA,д║▒ймqдEдpмq,7.52,│гелбGжэ
RPQNMLLLMHJFFAE27CA,д║▒ймqдEдpмq,7.52,│гелбGжэ
RPPNMLKLMHJFFAE07CA,└s╡╪мqд@дpмq,29.28,│гелбGжэ
RPQNMLMLMHJFFAE37CA,лCо№мq,8.49,│гелбG░╙
RPQOMLNLMHJFFAE57CA,лCо№мq,17.98,│гелбG░╙
RPUOMLMKNHJFFAE87CA,└sддмq,14.28,│гелбGжэ
RPVOMLRJNHJFFAE38CA,└sддмq,8.33,│гелбGжэ
RPSNMLTJNHJFFAE18CA,лeкўмq,2.80,│гелбGжэ
RPSNMLTJNHJFFAE18CA,лeкўмq,2.80,│гелбGжэ
RPSNMLTJNHJFFAE18CA,лeкўмq,2.80,│гелбGжэ
