╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕m/л╪кл░╧мqк∙╡P,дgжa▓╛┬р┴`н▒┐n(ендшд╜д╪),│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐n(ендшд╜д╪),л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙(д╕),│ц╗∙(д╕/ендшд╜д╪),иожь├■зO,иожь▓╛┬р┴`н▒┐n(ендшд╜д╪),иожь┴`╗∙(д╕),│╞╡∙,╜s╕╣
│└пє╢m,дgжa,│└пємq│└кFдpмq751~780жa╕╣,1045.75,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,1434,,0.0,0,,RPXNMLOLJHNFFDQ37DA
│└пє╢m,дgжa,дU╝цмqе·╝цдpмq661~690жa╕╣,5165.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5738450,1111,,0.0,0,,RPOOMLOLJHNFFDQ56DA
ем│U┬э,дgжa,е├жwмq601~630жa╕╣,1722.58,жэ,,,1070101,дgжa19л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2500000,1451,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLSJKHNFFBQ86CA
╕qж╦╢m,дgжa,╖sй▒мq1021~1050жa╕╣,2651.8,,пSйw▒Mе╬░╧,╛i┤▐е╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,800000,302,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLOLJHNFFBQ56CA
╖s┤ф╢m,дgжa,ддмvдlмq301~330жa╕╣,1593.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2230000,1400,,0.0,0,,RPPNMLPLJHNFFCQ09CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m?║╓61~90╕╣,100.26,жэ,,,1061201,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0950905,182.3,4,2,4,ж│,╡L,7230000,39660,,0.0,0,,RPTNMLKMJHNFFCQ09CA
╖╦дf╢m,дgжa,дW▒[мqзо▒[дpмq841~870жa╕╣,2196.16,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2635392,1200,,0.0,0,,RPSNMLTLJHNFFCQ17CA
╖╦дf╢m,дgжa,▒[з└мqм№лnдpмq631~660жa╕╣,3803.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2426963,638,,0.0,0,,RPTNMLTLJHNFFCQ27CA
╖╦дf╢m,дgжa,йW│╗мq61~90жa╕╣,810.78,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,326898,403,,0.0,0,,RPUNMLTLJHNFFCQ37CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкў┐│з°20╛F╢░║╓╡є44л╤1~30╕╣,73.06,ифеL,,,1061101,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0720423,88.44,2,1,1,ж│,╡L,2080000,23519,,0.0,0,,RPVNMLPLJHNFFCQ07CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллe╝ци╜╗╩ої╖sз°1~30╕╣,118.63,жэ,,,1061201,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690610,118.66,3,2,2,ж│,╡L,5500000,46351,,0.0,0,,RPXNMLPLJHNFFDQ37CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇдWз°е~кL╡є61~90╕╣,90.04,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0950419,187.71,4,2,3,ж│,╡L,5560000,29620,,0.0,0,,RPQOMLPLJHNFFDQ76CA
д╙лOел,дgжa,лс╝цмqлс╝цдpмq271~300жa╕╣,1373.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2100000,1529,,0.0,0,,RPROMLOLJHNFFDQ76CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйM┐│з°17╛Fлс╔▄39л╤211~240╕╣,84.77,жэ,,,1061201,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0701017,132.23,3,2,2,ж│,╡L,5800000,43863,,0.0,0,й╨л╬е■╖s╛у▓z┼vзQдHж@2дH,RPXNMLTLJHNFFDQ77CA
дЇдW╢m,й╨жa(дgжa+л╪кл)+иожь,╣┼╕q┐ддЇдW╢mмh╢mз°мhдlкL151~180╕╣,34.27,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь1,дT╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860524,116.21000000000001,3,1,1,ж│,ж│,1750000,15059,йY╣D╛ў▒ё,0.0,0,,RPRNMLPJKHNFFDQ66CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m╝eдhз°6╛F▒Tдl└Y1~30╕╣,89.37,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0661026,102.45,3,2,2,ж│,╡L,1650000,16105,,0.0,0,,RPSNMLMJKHNFFDQ09CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mмh╢mз°мhдlкL181~210╕╣,78.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0831022,170.09,4,2,2,ж│,╡L,4500000,26457,,0.0,0,,RPWNMLMJKHNFFDQ86CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mе┴е═з°жие\╡є4л╤1~30╕╣,73.05,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690401,88.82,3,2,2,ж│,╡L,3000000,33776,,0.0,0,,RPPOMLOKKHNFFDQ56CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдj╘│з°14╛F│╗╣L╖╛31~60╕╣,623.4,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa2л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,0590408,78.96,5,2,1,ж│,╡L,1000000,12665,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLLMJHNFFDQ88CA
ддоH╢m,дgжa,ж╦└Y▒Tмq481~510жa╕╣,206.0,,д@пы╣A╖~░╧,ец│qе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,189520,920,,0.0,0,,RPRNMLPLJHNFFDQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mе┴╢п╢m╡╫оHз°7╛F╡╫оH121~150╕╣,305.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0751201,165.92,4,2,2,ж│,╡L,1500000,9041,,0.0,0,,RPTNMLQLJHNFFCQ96CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mе_дцз°е·й·д@╡є301~330╕╣,75.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0861218,155.84,5,2,2,ж│,╡L,5150000,33047,,0.0,0,,RPWNMLTLJHNFFCQ57CA
╖s┤ф╢m,дgжa,┤_┐│мq541~570жa╕╣,2455.5,,д@пы╣A╖~░╧,дЇзQе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,417435,170,,0.0,0,,RPPNMLTLJHNFFCQ86CA
╖s┤ф╢m,дgжa,┤_┐│мq541~570жa╕╣,2455.5,,д@пы╣A╖~░╧,дЇзQе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,417435,170,,0.0,0,,RPPNMLKMJHNFFCQ68CA
е┴╢п╢m,дgжa,л╪░ъмq631~660жa╕╣,511.14,жэ,,,1061201,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9300000,18195,,0.0,0,,RPPOMLKMJHNFFCQ78CA
е┴╢п╢m,дgжa,│╗╝dмqдд╝sдpмq301~330жa╕╣,270.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4850000,17963,,0.0,0,,RPPNMLNJKHNFFCQ78CA
дjкL┬э,дgжa,╖sдjоHм№мq1621~1650жa╕╣,283.14,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1100000,3885,,0.0,0,1.зtе╝лOжsж╦│yл╪клд@┤╔бC2.дgжa╝Wн╚╡|╡е╡|╢Oе■╝╞е╤й╙╢RдHнt╛сбC,RPTNMLPLJHNFFCQ86CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mддйMз°к└╖╛151~180╕╣,167.2,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061001,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1010628,222.02,4,2,4,ж│,╡L,8500000,38285,,0.0,0,,RPROMLPLJHNFFCQ76CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜28╛Fе┴▒┌╕Ї1~30╕╣,54.58,жэ,,,1070101,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0851115,98.12,3,1,2,ж│,╡L,2000000,20383,,0.0,0,,RPOOMLOLJHNFFCQ98CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mиqкLз°14╛F╖╦й│╝d1~30╕╣,103.28,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830107,177.47,4,2,2,ж│,╡L,4400000,24793,,0.0,0,,RPVNMLMJKHNFFCQ66CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°└Y╛Ї541~570╕╣,106.46,жэ,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0931214,156.94,5,2,3,ж│,╡L,5000000,31859,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLOKKHNFFCQ09CA
е┴╢п╢m,дgжa,е┴дuмq121~150жa╕╣,261.18,жэ,,,1061101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4370000,16732,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPVNMLOKKHNFFCQ96CA
ж╡дlел,дgжa,дj·A╖}мqдj╢mдpмq301~330жa╕╣,1320.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060701,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,17000000,12879,,0.0,0,,RPUNMLPLJHNFFBQ86CA
╕qж╦╢m,дgжa,└s╡ы╝цмq└s╡ыдpмq481~510жa╕╣,2063.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1237800,600,,0.0,0,,RPSNMLQLJHNFFBQ76CA
д╗╕}╢m,дgжa,┤фз└╝d╖sмq241~270жa╕╣,536.66,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2200000,4099,,0.0,0,е╗╡з╢R╜це]зtжaдWе╝лOжsл╪клл∙д└1/2,RPTNMLQLJHNFFBQ86CA
ж╡дlел,дgжa,╝wжwмq1861~1890жa╕╣,34.0,жэ,,,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,100000,2941,,0.0,0,ж│е┴▒бн╖лUж]п└дзецйЎбC,RPOOMLQLJHNFFBQ09CA
ем│U┬э,дgжa,╖sлnмq931~960жa╕╣,11393.76,,пSйw▒Mе╬░╧,╛i┤▐е╬жa,1061201,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5924755,520,,0.0,0,дг░╩▓гдзж@ж│дH╝╞м░в▓дH,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLRLJHNFFBQ56CA
кFе█╢m,дgжa,ил╕щжvмqилжvдpмq301~330жa╕╣,1706.88,,д@пы╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,900000,527,,0.0,0,,RPPNMLTLJHNFFBQ76CA
ем│U┬э,дgжa,├S┤фмq451~480жa╕╣,11649.59,,пSйw▒Mе╬░╧,╛i┤▐е╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3727868,320,,0.0,0,,RPTNMLSJKHNFFBQ96CA
д╗╕}╢m,дgжa,ж╦дl╕}мqж╦╣┼дpмq691~720жa╕╣,1512.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1360800,900,,0.0,0,,RPRNMLQJKHNFFBQ56CA
д╗╕}╢m,дgжa,ж╦дl╕}мqж╦╣┼дpмq691~720жa╕╣,1512.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1360800,900,,0.0,0,,RPSNMLQJKHNFFBQ66CA
д╗╕}╢m,дgжa,ж╦дl╕}мqж╦╣┼дpмq691~720жa╕╣,3024.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4082400,1350,,0.0,0,,RPTNMLQJKHNFFBQ76CA
д╗╕}╢m,дgжa,╝цдlсYмqе_╝цдpмq31~60жa╕╣,2843.62,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,1055,,0.0,0,,RPUNMLQJKHNFFBQ86CA
ж╡дlел,дgжa,дUж╦│Ємqж╦│Єдpмq1~30жa╕╣,35438.45,,пSйw╣A╖~░╧,дЇзQе╬жa,1061201,дgжa18л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,41688295,1176,,0.0,0,мFй▓╛ў├Ўиє─│╗∙┴╩,RPXNMLKMJHNFFBQ76CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдj?╖}151~180╕╣,79.46,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0810325,117.3,2,1,1,ж│,╡L,600000,5115,,0.0,0,╖х▓лклеєдзецйЎбCиS╕╦дЇ┐ЎбAл╪клд]иSж│з╣╛у╗\жnбC,RPQOMLLMJHNFFBQ88CA
д╗╕}╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╗╕}╢mдj╛Ї└Y241~270╕╣,61.1,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0700620,110.86,5,3,3,ж│,╡L,2550000,23002,,0.0,0,,RPRNMLPJKHNFFBQ09CA
кFе█╢m,дgжa,кFе█мq811~840жa╕╣,388.58,,пSйw▒Mе╬░╧,╣Aкке╬жa,1070101,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,960000,2471,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLMKKHNFFBQ88CA
д╙лOел,дgжa,лс╝цмqдU╔▄дpмq421~450жa╕╣,100.0,╣A,,,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,320000,3200,,0.0,0,,RPRNMLQLJHNFFDQ96DA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эдддs╕Ї1л╤31~60╕╣,86.52,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,игифеL╡n░Oи╞╢╡,0811030,154.04,3,2,3,ж│,╡L,4600000,29862,,0.0,0,,RPRNMLTLJHNFFCQ17DA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкF┤Єз°2╛FкF╢╒┤Є1~30╕╣,100.28,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060901,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0950324,187.91,4,2,4,ж│,╡L,6280000,33420,,0.0,0,,RPRNMLLLKHNFFCQ09DA
╡f╕Ї╢m,дgжa,дj┤Ємq91~120жa╕╣,1435.0,,┤╦кL░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,750000,523,,0.0,0,,RPSNMLPLJHNFFEQ96CA
╡f╕Ї╢m,дgжa,д╜е╨мq91~120жa╕╣,19227.0,,┤╦кL░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,62,,0.0,0,,RPVNMLTLJHNFFEQ67CA
▒Ўдs╢m,дgжa,дjпєоHмq271~300жa╕╣,1976.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,607,,0.0,0,,RPQNMLPLJHNFFEQ96EA
╖s┤ф╢m,дgжa,╖╦е_мq╖╦е_дpмq721~750жa╕╣,322.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,974100,3025,,0.0,0,,RPRNMLOLJHNFFCQ76EA
╖s┤ф╢m,дgжa,╡цд╜нэмqлrж╦дpмq211~240жa╕╣,776.0,дu,,,1061101,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7042200,9075,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLPLJHNFFCQ76EA
е┴╢п╢m,дgжa,жnжммqжnжмдpмq661~690жa╕╣,2671.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4090000,1531,,0.0,0,,RPSNMLPLJHNFFCQ96EA
╖s┤ф╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╖s┤ф╢mдд╔▄з°дде┐╕Ї351л╤31~60╕╣,106.25,жэ,,,1070101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1061020,172.42,5,3,4,ж│,╡L,7900000,45818,,0.0,0,,RPUNMLPLJHNFFCQ17EA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкF┤Єз°20╛FкF╢╒┤Є1~30╕╣,90.17,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820722,150.79,4,2,3,ж│,╡L,3200000,21222,,0.0,0,,RPVNMLTJKHNFFCQ57EA
дjкL┬э,дgжa,е_╢╒мqе_╢╒дpмq61~90жa╕╣,2998.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2500000,834,,0.0,0,,RPSNMLMKKHNFFCQ66EA
╖s┤ф╢m,дgжa,┤фкFмq301~330жa╕╣,62.0,жэ,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,0,0,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPOMLTLJHNFFCQ17EA
д╗╕}╢m,дgжa,ж╦дl╕}мqж╦╣┼дpмq421~450жa╕╣,6498.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6870000,1057,,0.0,0,,RPUNMLKMJHNFFBQ09CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m╝d│╗з°22╛F┤I╕q╖sз°31~60╕╣,66.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690331,102.98,3,2,2,ж│,╡L,2360000,22917,,0.0,0,,RPOOMLOKKHNFFCQ98CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mжшйўз°ж╦дl╕}1~30╕╣,107.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830203,150.77,4,3,3,ж│,╡L,2300000,15255,,0.0,0,,RPSOMLOKKHNFFCQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкў┐│з°╢░║╓╡є25л╤1~30╕╣,81.4,жэ,,,1061201,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0700410,81.62,3,2,2,ж│,╡L,3730000,45700,,0.0,0,,RPTOMLOKKHNFFCQ86CA
е┴╢п╢m,дgжa,л╪░ъмq1321~1350жa╕╣,347.0,жэ,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12500000,36023,,0.0,0,,RPQNMLLKKHNFFCQ78CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mжшжwз°е┴╖╦╕Ї5л╤61~90╕╣,100.34,жэ,,,1060801,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0990709,216.24,4,3,4,ж│,╡L,8500000,39308,,0.0,0,,RPUNMLQLJHNFFCQ07CA
е┴╢п╢m,дgжa,е╨ддебмqе╨ддебдpмq1~30жa╕╣,609.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,600000,985,,0.0,0,,RPVNMLQLJHNFFCQ17CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mиqкLз°кLдlз└31~60╕╣,136.46,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060926,180.11,3,2,3,ж│,╡L,7000000,38865,,0.0,0,,RPPNMLSLJHNFFCQ76CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,7.73,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,дG╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,22.22,0,0,0,╡L,╡L,390000,17552,,0.0,0,,RPSNMLRLJHNFFDQ07CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,7.73,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,дG╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,22.21,0,0,0,╡L,╡L,390000,17560,,0.0,0,,SPSNMLRLJHNFFDQ17CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,7.73,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,дG╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,22.21,0,0,0,╡L,╡L,390000,17560,,0.0,0,,TPSNMLRLJHNFFDQ27CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,7.73,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл1иожь0,дG╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,22.21,0,0,0,╡L,╡L,390000,17560,,0.0,0,,UPSNMLRLJHNFFDQ37CA
